"","dynamicColors","mergedColors"
"DDX50","turquoise","greenyellow"
"DDX51","turquoise","greenyellow"
"DDX52","turquoise","greenyellow"
"DDX54","turquoise","greenyellow"
"DDX55","turquoise","greenyellow"
"DDX58","blue","blue"
"DDX59","cyan","cyan"
"DDX6","turquoise","greenyellow"
"DDX60","blue","blue"
"DDX60L","blue","blue"
"DEAF1","turquoise","greenyellow"
"DECR1","turquoise","greenyellow"
"DECR2","green","green"
"DEDD","cyan","cyan"
"DEDD2","turquoise","greenyellow"
"DEF6","blue","blue"
"DEF8","tan","tan"
"DEFB1","purple","greenyellow"
"DEGS1","cyan","cyan"
"DEGS2","yellow","black"
"DEK","royalblue","royalblue"
"DENND1A","turquoise","greenyellow"
"DENND1B","cyan","cyan"
"DENND1C","turquoise","greenyellow"
"DENND2A","brown","brown"
"DENND2C","green","green"
"DENND2D","blue","blue"
"DENND3","yellow","black"
"DENND4A","turquoise","greenyellow"
"DENND4B","turquoise","greenyellow"
"DENND4C","turquoise","greenyellow"
"DENND5A","turquoise","greenyellow"
"DENND5B","green","green"
"DENR","turquoise","greenyellow"
"DEPDC1","turquoise","greenyellow"
"DEPDC1B","turquoise","greenyellow"
"DEPDC4","turquoise","greenyellow"
"DEPDC5","turquoise","greenyellow"
"DEPDC7","yellow","black"
"DERA","turquoise","greenyellow"
"DERL2","grey60","grey60"
"DERL3","blue","blue"
"DES","brown","brown"
"DET1","turquoise","greenyellow"
"DEXI","turquoise","greenyellow"
"DFFA","turquoise","greenyellow"
"DFFB","turquoise","greenyellow"
"DGAT1","blue","blue"
"DGAT2","grey","grey"
"DGCR2","turquoise","greenyellow"
"DGCR6","pink","pink"
"DGCR6L","red","red"
"DGCR8","turquoise","greenyellow"
"DGKA","green","green"
"DGKD","darkred","darkred"
"DGKE","turquoise","greenyellow"
"DGKH","turquoise","greenyellow"
"DGKQ","lightyellow","greenyellow"
"DGKZ","turquoise","greenyellow"
"DGUOK","red","red"
"DHCR24","turquoise","greenyellow"
"DHCR7","blue","blue"
"DHDDS","turquoise","greenyellow"
"DHDH","lightcyan","lightcyan"
"DHFR","greenyellow","greenyellow"
"DHODH","tan","tan"
"DHPS","midnightblue","midnightblue"
"DHRS1","green","green"
"DHRS11","yellow","black"
"DHRS12","turquoise","greenyellow"
"DHRS13","turquoise","greenyellow"
"DHRS2","grey","grey"
"DHRS3","grey","grey"
"DHRS4","midnightblue","midnightblue"
"DHRS4L2","midnightblue","midnightblue"
"DHRS7","turquoise","greenyellow"
"DHRS7B","grey60","grey60"
"DHRS9","grey","grey"
"DHRSX","yellow","black"
"DHTKD1","turquoise","greenyellow"
"DHX15","lightyellow","greenyellow"
"DHX16","royalblue","royalblue"
"DHX29","greenyellow","greenyellow"
"DHX30","magenta","magenta"
"DHX32","turquoise","greenyellow"
"DHX33","grey60","grey60"
"DHX34","lightcyan","lightcyan"
"DHX35","turquoise","greenyellow"
"DHX36","pink","pink"
"DHX37","turquoise","greenyellow"
"DHX38","tan","tan"
"DHX40","turquoise","greenyellow"
"DHX57","turquoise","greenyellow"
"DHX58","blue","blue"
"DHX8","turquoise","greenyellow"
"DHX9","turquoise","greenyellow"
"DIAPH1","turquoise","greenyellow"
"DIAPH2","turquoise","greenyellow"
"DIAPH3","turquoise","greenyellow"
"DICER1","turquoise","greenyellow"
"DIDO1","turquoise","greenyellow"
"DIO2","brown","brown"
"DIO3","brown","brown"
"DIP2A","turquoise","greenyellow"
"DIP2B","salmon","green"
"DIP2C","turquoise","greenyellow"
"DIRAS1","brown","brown"
"DIRAS3","brown","brown"
"DIS3","turquoise","greenyellow"
"DIS3L","turquoise","greenyellow"
"DIS3L2","darkred","darkred"
"DISC1","turquoise","greenyellow"
"DISP1","black","black"
"DIXDC1","turquoise","greenyellow"
"DKC1","turquoise","greenyellow"
"DKK1","brown","brown"
"DKK2","brown","brown"
"DKK3","brown","brown"
"DKK4","brown","brown"
"DKKL1","turquoise","greenyellow"
"DLAT","lightgreen","lightgreen"
"DLC1","brown","brown"
"DLD","turquoise","greenyellow"
"DLG1","pink","pink"
"DLG3","turquoise","greenyellow"
"DLG4","brown","brown"
"DLG5","turquoise","greenyellow"
"DLGAP4","turquoise","greenyellow"
"DLGAP5","turquoise","greenyellow"
"DLK2","yellow","black"
"DLL1","purple","greenyellow"
"DLL3","lightcyan","lightcyan"
"DLL4","brown","brown"
"DLST","turquoise","greenyellow"
"DLX3","yellow","black"
"DLX4","grey","grey"
"DLX5","pink","pink"
"DLX6","turquoise","greenyellow"
"DMAP1","black","black"
"DMBT1","yellow","black"
"DMBX1","black","black"
"DMC1","turquoise","greenyellow"
"DMD","brown","brown"
"DMKN","green","green"
"DMPK","turquoise","greenyellow"
"DMRT2","pink","pink"
"DMRTA1","purple","greenyellow"
"DMTF1","turquoise","greenyellow"
"DMWD","turquoise","greenyellow"
"DMXL1","greenyellow","greenyellow"
"DMXL2","turquoise","greenyellow"
"DNA2","turquoise","greenyellow"
"DNAH1","turquoise","greenyellow"
"DNAH11","greenyellow","greenyellow"
"DNAH2","blue","blue"
"DNAH5","black","black"
"DNAJA1","greenyellow","greenyellow"
"DNAJA3","turquoise","greenyellow"
"DNAJA4","turquoise","greenyellow"
"DNAJB1","green","green"
"DNAJB11","pink","pink"
"DNAJB13","black","black"
"DNAJB14","turquoise","greenyellow"
"DNAJB2","darkred","darkred"
"DNAJB4","salmon","green"
"DNAJB5","turquoise","greenyellow"
"DNAJB6","turquoise","greenyellow"
"DNAJB9","turquoise","greenyellow"
"DNAJC1","greenyellow","greenyellow"
"DNAJC10","turquoise","greenyellow"
"DNAJC11","turquoise","greenyellow"
"DNAJC12","yellow","black"
"DNAJC13","pink","pink"
"DNAJC14","turquoise","greenyellow"
"DNAJC15","yellow","black"
"DNAJC16","turquoise","greenyellow"
"DNAJC17","red","red"
"DNAJC18","brown","brown"
"DNAJC19","pink","pink"
"DNAJC2","turquoise","greenyellow"
"DNAJC21","turquoise","greenyellow"
"DNAJC22","yellow","black"
"DNAJC24","turquoise","greenyellow"
"DNAJC27","turquoise","greenyellow"
"DNAJC28","turquoise","greenyellow"
"DNAJC3","turquoise","greenyellow"
"DNAJC30","green","green"
"DNAJC4","red","red"
"DNAJC5","turquoise","greenyellow"
"DNAJC5B","blue","blue"
"DNAJC6","turquoise","greenyellow"
"DNAJC8","turquoise","greenyellow"
"DNAJC9","turquoise","greenyellow"
"DNAL1","black","black"
"DNAL4","turquoise","greenyellow"
"DNALI1","black","black"
"DNASE1","turquoise","greenyellow"
"DNASE1L1","turquoise","greenyellow"
"DNASE1L2","yellow","black"
"DNASE1L3","green","green"
"DNASE2","midnightblue","midnightblue"
"DNER","brown","brown"
"DNHD1","turquoise","greenyellow"
"DNM1","turquoise","greenyellow"
"DNM1L","red","red"
"DNM2","turquoise","greenyellow"
"DNM3","brown","brown"
"DNMBP","turquoise","greenyellow"
"DNMT1","turquoise","greenyellow"
"DNMT3A","turquoise","greenyellow"
"DNMT3B","turquoise","greenyellow"
"DNPEP","darkred","darkred"
"DNTTIP1","black","black"
"DNTTIP2","turquoise","greenyellow"
"DOC2A","yellow","black"
"DOC2B","green","green"
"DOCK1","turquoise","greenyellow"
"DOCK10","blue","blue"
"DOCK11","turquoise","greenyellow"
"DOCK2","blue","blue"
"DOCK4","blue","blue"
"DOCK5","turquoise","greenyellow"
"DOCK6","turquoise","greenyellow"
"DOCK7","turquoise","greenyellow"
"DOCK8","blue","blue"
"DOCK9","turquoise","greenyellow"
"DOHH","midnightblue","midnightblue"
"DOK1","yellow","black"
"DOK2","blue","blue"
"DOK3","blue","blue"
"DOK4","yellow","black"
"DOK7","yellow","black"
"DOLK","turquoise","greenyellow"
"DOLPP1","turquoise","greenyellow"
"DONSON","turquoise","greenyellow"
"DOT1L","midnightblue","midnightblue"
"DPAGT1","lightgreen","lightgreen"
"DPEP1","brown","brown"
"DPEP2","blue","blue"
"DPF1","turquoise","greenyellow"
"DPF2","turquoise","greenyellow"
"DPH1","grey60","grey60"
"DPH2","turquoise","greenyellow"
"DPH3","magenta","magenta"
"DPH5","purple","greenyellow"
"DPM1","turquoise","greenyellow"
"DPM2","red","red"
"DPM3","salmon","green"
"DPP3","turquoise","greenyellow"
"DPP4","yellow","black"
"DPP7","turquoise","greenyellow"
"DPP8","turquoise","greenyellow"
"DPP9","midnightblue","midnightblue"
"DPT","brown","brown"
"DPY19L3","turquoise","greenyellow"
"DPY19L4","turquoise","greenyellow"
"DPY30","black","black"
"DPYD","blue","blue"
"DPYSL2","brown","brown"
"DPYSL3","brown","brown"
"DPYSL4","brown","brown"
"DQX1","green","green"
"DR1","turquoise","greenyellow"
"DRAM1","yellow","black"
"DRAP1","turquoise","greenyellow"
"DRD4","grey","grey"
"DRG1","red","red"
"DRG2","grey60","grey60"
"DSC2","green","green"
"DSC3","green","green"
"DSCC1","turquoise","greenyellow"
"DSE","green","green"
"DSEL","brown","brown"
"DSG1","green","green"
"DSG2","turquoise","greenyellow"
"DSG3","green","green"
"DSN1","turquoise","greenyellow"
"DSP","green","green"
"DST","turquoise","greenyellow"
"DSTN","turquoise","greenyellow"
"DSTYK","turquoise","greenyellow"
"DTD1","turquoise","greenyellow"
"DTL","turquoise","greenyellow"
"DTNB","magenta","magenta"
"DTNBP1","red","red"
"DTWD1","turquoise","greenyellow"
"DTWD2","greenyellow","greenyellow"
"DTX1","yellow","black"
"DTX2","green","green"
"DTX3","turquoise","greenyellow"
"DTX3L","blue","blue"
"DTYMK","darkred","darkred"
"DUOX1","green","green"
"DUOX2","green","green"
"DUOXA1","green","green"
"DUOXA2","green","green"
"DUS1L","red","red"
"DUS3L","midnightblue","midnightblue"
"DUS4L","turquoise","greenyellow"
"DUSP1","grey","grey"
"DUSP10","turquoise","greenyellow"
"DUSP11","turquoise","greenyellow"
"DUSP12","cyan","cyan"
"DUSP14","turquoise","greenyellow"
"DUSP16","turquoise","greenyellow"
"DUSP18","turquoise","greenyellow"
"DUSP19","turquoise","greenyellow"
"DUSP2","blue","blue"
"DUSP22","turquoise","greenyellow"
"DUSP23","turquoise","greenyellow"
"DUSP28","darkred","darkred"
"DUSP3","turquoise","greenyellow"
"DUSP4","yellow","black"
"DUSP5","salmon","green"
"DUSP6","brown","brown"
"DUSP7","green","green"
"DUSP8","yellow","black"
"DUSP9","yellow","black"
"DUT","turquoise","greenyellow"
"DVL1","turquoise","greenyellow"
"DVL2","grey60","grey60"
"DVL3","pink","pink"
"DYDC2","black","black"
"DYM","turquoise","greenyellow"
"DYNC1H1","turquoise","greenyellow"
"DYNC1I2","turquoise","greenyellow"
"DYNC1LI1","magenta","magenta"
"DYNC1LI2","turquoise","greenyellow"
"DYNC2H1","turquoise","greenyellow"
"DYNC2LI1","black","black"
"DYNLL2","turquoise","greenyellow"
"DYNLRB1","turquoise","greenyellow"
"DYNLT1","red","red"
"DYNLT3","turquoise","greenyellow"
"DYRK1A","turquoise","greenyellow"
"DYRK1B","black","black"
"DYRK2","turquoise","greenyellow"
"DYRK3","cyan","cyan"
"DYRK4","red","red"
"DYSF","brown","brown"
"DZIP1","turquoise","greenyellow"
"DZIP1L","pink","pink"
"DZIP3","turquoise","greenyellow"
"E2F1","turquoise","greenyellow"
"E2F2","turquoise","greenyellow"
"E2F3","turquoise","greenyellow"
"E2F4","tan","tan"
"E2F5","turquoise","greenyellow"
"E2F6","turquoise","greenyellow"
"E2F7","turquoise","greenyellow"
"E2F8","turquoise","greenyellow"
"E4F1","red","red"
"EAF1","magenta","magenta"
"EAF2","pink","pink"
"EAPP","turquoise","greenyellow"
"EARS2","turquoise","greenyellow"
"EBAG9","turquoise","greenyellow"
"EBF1","brown","brown"
"EBF3","turquoise","greenyellow"
"EBF4","black","black"
"EBI3","blue","blue"
"EBNA1BP2","red","red"
"EBP","turquoise","greenyellow"
"ECD","turquoise","greenyellow"
"ECE1","turquoise","greenyellow"
"ECE2","pink","pink"
"ECEL1","green","green"
"ECH1","lightcyan","lightcyan"
"ECHDC1","purple","greenyellow"
"ECHDC2","turquoise","greenyellow"
"ECHDC3","yellow","black"
"ECHS1","red","red"
"ECM1","green","green"
"ECM2","brown","brown"
"ECSCR","brown","brown"
"ECSIT","midnightblue","midnightblue"
"ECT2","pink","pink"
"EDA","turquoise","greenyellow"
"EDAR","turquoise","greenyellow"
"EDARADD","yellow","black"
"EDC3","turquoise","greenyellow"
"EDC4","tan","tan"
"EDEM1","turquoise","greenyellow"
"EDEM2","turquoise","greenyellow"
"EDEM3","turquoise","greenyellow"
"EDF1","turquoise","greenyellow"
"EDIL3","brown","brown"
"EDN1","grey","grey"
"EDN2","green","green"
"EDNRA","brown","brown"
"EDNRB","brown","brown"
"EEA1","salmon","green"
"EED","lightgreen","lightgreen"
"EEF1A1","turquoise","greenyellow"
"EEF1A2","grey","grey"
"EEF1B2","red","red"
"EEF1D","red","red"
"EEF1E1","red","red"
"EEF2","turquoise","greenyellow"
"EEF2K","turquoise","greenyellow"
"EEFSEC","pink","pink"
"EEPD1","yellow","black"
"EFCAB1","grey","grey"
"EFCAB2","black","black"
"EFCAB7","turquoise","greenyellow"
"EFEMP1","brown","brown"
"EFEMP2","brown","brown"
"EFHC1","black","black"
"EFHC2","black","black"
"EFHD1","brown","brown"
"EFHD2","green","green"
"EFNA1","grey","grey"
"EFNA2","yellow","black"
"EFNA3","yellow","black"
"EFNA4","cyan","cyan"
"EFNA5","greenyellow","greenyellow"
"EFNB1","green","green"
"EFNB2","turquoise","greenyellow"
"EFNB3","brown","brown"
"EFR3A","turquoise","greenyellow"
"EFS","green","green"
"EFTUD2","turquoise","greenyellow"
"EGFL6","turquoise","greenyellow"
"EGFL7","brown","brown"
"EGFL8","turquoise","greenyellow"
"EGFLAM","brown","brown"
"EGFR","green","green"
"EGLN1","cyan","cyan"
"EGLN2","lightcyan","lightcyan"
"EGLN3","green","green"
"EGR1","turquoise","greenyellow"
"EGR2","turquoise","greenyellow"
"EGR3","turquoise","greenyellow"
"EGR4","grey","grey"
"EHBP1","turquoise","greenyellow"
"EHBP1L1","salmon","green"
"EHD1","grey","grey"
"EHD2","green","green"
"EHD3","turquoise","greenyellow"
"EHD4","turquoise","greenyellow"
"EHF","turquoise","greenyellow"
"EHHADH","pink","pink"
"EHMT1","turquoise","greenyellow"
"EHMT2","royalblue","royalblue"
"EI24","lightgreen","lightgreen"
"EID1","turquoise","greenyellow"
"EID2","lightcyan","lightcyan"
"EID2B","black","black"
"EID3","turquoise","greenyellow"
"EIF1","red","red"
"EIF1AX","turquoise","greenyellow"
"EIF1B","magenta","magenta"
"EIF2A","pink","pink"
"EIF2AK1","turquoise","greenyellow"
"EIF2AK2","blue","blue"
"EIF2AK3","turquoise","greenyellow"
"EIF2AK4","turquoise","greenyellow"
"EIF2B2","turquoise","greenyellow"
"EIF2B3","red","red"
"EIF2B4","turquoise","greenyellow"
"EIF2B5","pink","pink"
"EIF2S1","turquoise","greenyellow"
"EIF2S2","purple","greenyellow"
"EIF2S3","turquoise","greenyellow"
"EIF3A","turquoise","greenyellow"
"EIF3B","red","red"
"EIF3C","turquoise","greenyellow"
"EIF3D","turquoise","greenyellow"
"EIF3E","turquoise","greenyellow"
"EIF3F","red","red"
"EIF3G","midnightblue","midnightblue"
"EIF3H","turquoise","greenyellow"
"EIF3J","turquoise","greenyellow"
"EIF3K","lightcyan","lightcyan"
"EIF3L","turquoise","greenyellow"
"EIF3M","red","red"
"EIF4A1","turquoise","greenyellow"
"EIF4A2","pink","pink"
"EIF4A3","turquoise","greenyellow"
"EIF4B","turquoise","greenyellow"
"EIF4E","turquoise","greenyellow"
"EIF4E2","darkred","darkred"
"EIF4E3","turquoise","greenyellow"
"EIF4EBP1","turquoise","greenyellow"
"EIF4EBP2","turquoise","greenyellow"
"EIF4EBP3","grey","grey"
"EIF4ENIF1","turquoise","greenyellow"
"EIF4G1","pink","pink"
"EIF4G2","turquoise","greenyellow"
"EIF4G3","turquoise","greenyellow"
"EIF4H","turquoise","greenyellow"
"EIF5","turquoise","greenyellow"
"EIF5A","grey60","grey60"
"EIF5A2","green","green"
"EIF5B","purple","greenyellow"
"EIF6","red","red"
"ELAC1","turquoise","greenyellow"
"ELAC2","grey60","grey60"
"ELAVL1","midnightblue","midnightblue"
"ELAVL2","turquoise","greenyellow"
"ELF1","turquoise","greenyellow"
"ELF2","turquoise","greenyellow"
"ELF3","yellow","black"
"ELF4","salmon","green"
"ELF5","turquoise","greenyellow"
"ELFN1","brown","brown"
"ELK1","turquoise","greenyellow"
"ELK3","salmon","green"
"ELK4","cyan","cyan"
"ELL","turquoise","greenyellow"
"ELL2","salmon","green"
"ELL3","turquoise","greenyellow"
"ELMO1","blue","blue"
"ELMO2","turquoise","greenyellow"
"ELMO3","tan","tan"
"ELMOD2","lightyellow","greenyellow"
"ELMOD3","turquoise","greenyellow"
"ELN","brown","brown"
"ELOF1","midnightblue","midnightblue"
"ELOVL1","turquoise","greenyellow"
"ELOVL3","grey","grey"
"ELOVL4","yellow","black"
"ELOVL5","turquoise","greenyellow"
"ELOVL6","turquoise","greenyellow"
"ELOVL7","turquoise","greenyellow"
"ELP2","turquoise","greenyellow"
"ELP3","turquoise","greenyellow"
"ELP4","turquoise","greenyellow"
"EMB","blue","blue"
"EMCN","brown","brown"
"EMD","turquoise","greenyellow"
"EME1","turquoise","greenyellow"
"EME2","turquoise","greenyellow"
"EMG1","red","red"
"EMID1","brown","brown"
"EMILIN1","brown","brown"
"EMILIN2","blue","blue"
"EMILIN3","brown","brown"
"EML1","turquoise","greenyellow"
"EML2","turquoise","greenyellow"
"EML3","turquoise","greenyellow"
"EML4","turquoise","greenyellow"
"EMP1","green","green"
"EMP2","pink","pink"
"EMP3","brown","brown"
"EMX2","brown","brown"
"EN1","green","green"
"EN2","black","black"
"ENAH","turquoise","greenyellow"
"ENC1","brown","brown"
"ENDOG","midnightblue","midnightblue"
"ENG","brown","brown"
"ENHO","black","black"
"ENKUR","black","black"
"ENO1","yellow","black"
"ENO2","turquoise","greenyellow"
"ENO3","black","black"
"ENOPH1","turquoise","greenyellow"
"ENOSF1","turquoise","greenyellow"
"ENOX1","brown","brown"
"ENOX2","turquoise","greenyellow"
"ENPEP","brown","brown"
"ENPP1","yellow","black"
"ENPP2","blue","blue"
"ENPP4","yellow","black"
"ENPP5","black","black"
"ENSA","cyan","cyan"
"ENTPD1","blue","blue"
"ENTPD2","yellow","black"
"ENTPD3","blue","blue"
"ENTPD4","turquoise","greenyellow"
"ENTPD5","turquoise","greenyellow"
"ENTPD6","yellow","black"
"ENTPD7","turquoise","greenyellow"
"ENTPD8","yellow","black"
"ENY2","turquoise","greenyellow"
"EOMES","blue","blue"
"EP300","turquoise","greenyellow"
"EP400","turquoise","greenyellow"
"EPAS1","turquoise","greenyellow"
"EPB41","turquoise","greenyellow"
"EPB41L1","turquoise","greenyellow"
"EPB41L2","turquoise","greenyellow"
"EPB41L3","blue","blue"
"EPB41L4A","turquoise","greenyellow"
"EPB41L4B","blue","blue"
"EPB41L5","turquoise","greenyellow"
"EPC1","turquoise","greenyellow"
"EPC2","turquoise","greenyellow"
"EPCAM","green","green"
"EPDR1","brown","brown"
"EPGN","yellow","black"
"EPHA1","salmon","green"
"EPHA10","yellow","black"
"EPHA2","green","green"
"EPHA3","brown","brown"
"EPHA4","turquoise","greenyellow"
"EPHB2","turquoise","greenyellow"
"EPHB3","green","green"
"EPHB4","turquoise","greenyellow"
"EPHB6","pink","pink"
"EPHX1","cyan","cyan"
"EPHX2","green","green"
"EPM2A","purple","greenyellow"
"EPM2AIP1","magenta","magenta"
"EPN1","lightcyan","lightcyan"
"EPN2","grey60","grey60"
"EPN3","turquoise","greenyellow"
"EPOR","black","black"
"EPS15","turquoise","greenyellow"
"EPS15L1","turquoise","greenyellow"
"EPS8","yellow","black"
"EPS8L1","yellow","black"
"EPS8L2","turquoise","greenyellow"
"EPSTI1","blue","blue"
"EPYC","brown","brown"
"ERAL1","purple","greenyellow"
"ERAP1","blue","blue"
"ERAP2","blue","blue"
"ERBB2","turquoise","greenyellow"
"ERBB3","yellow","black"
"ERC1","turquoise","greenyellow"
"ERCC1","lightcyan","lightcyan"
"ERCC2","lightcyan","lightcyan"
"ERCC3","turquoise","greenyellow"
"ERCC4","turquoise","greenyellow"
"ERCC5","lightyellow","greenyellow"
"ERCC6","turquoise","greenyellow"
"ERCC6L","turquoise","greenyellow"
"ERCC8","greenyellow","greenyellow"
"EREG","grey","grey"
"ERF","turquoise","greenyellow"
"ERG","brown","brown"
"ERGIC1","yellow","black"
"ERGIC2","turquoise","greenyellow"
"ERGIC3","black","black"
"ERH","purple","greenyellow"
"ERI1","turquoise","greenyellow"
"ERI2","turquoise","greenyellow"
"ERI3","red","red"
"ERICH1","turquoise","greenyellow"
"ERLIN1","turquoise","greenyellow"
"ERLIN2","turquoise","greenyellow"
"ERMAP","turquoise","greenyellow"
"ERMP1","turquoise","greenyellow"
"ERN1","turquoise","greenyellow"
"ERP27","yellow","black"
"ERP29","red","red"
"ERRFI1","turquoise","greenyellow"
"ESAM","brown","brown"
"ESCO1","turquoise","greenyellow"
"ESCO2","turquoise","greenyellow"
"ESD","turquoise","greenyellow"
"ESF1","turquoise","greenyellow"
"ESM1","brown","brown"
"ESPL1","turquoise","greenyellow"
"ESPN","grey","grey"
"ESR1","brown","brown"
"ESRP2","tan","tan"
"ESRRA","salmon","green"
"ESYT1","turquoise","greenyellow"
"ETAA1","turquoise","greenyellow"
"ETF1","greenyellow","greenyellow"
"ETFA","turquoise","greenyellow"
"ETFB","turquoise","greenyellow"
"ETFDH","turquoise","greenyellow"
"ETHE1","grey","grey"
"ETNK1","turquoise","greenyellow"
"ETNK2","pink","pink"
"ETS1","blue","blue"
"ETS2","green","green"
"ETV1","brown","brown"
"ETV2","lightcyan","lightcyan"
"ETV3","cyan","cyan"
"ETV4","blue","blue"
"ETV5","blue","blue"
"ETV6","turquoise","greenyellow"
"ETV7","blue","blue"
"EVC","turquoise","greenyellow"
"EVC2","turquoise","greenyellow"
"EVI2A","blue","blue"
"EVI2B","blue","blue"
"EVI5L","midnightblue","midnightblue"
"EVL","blue","blue"
"EVPL","green","green"
"EXD2","turquoise","greenyellow"
"EXD3","yellow","black"
"EXO1","turquoise","greenyellow"
"EXOC1","turquoise","greenyellow"
"EXOC2","turquoise","greenyellow"
"EXOC3","turquoise","greenyellow"
